iter	MultiClass
397	0.076779695483398	0.076570101913399	0.076338379483400	0.076064851364401	0.075844640154402	0.075633310540403	0.075415575540404	0.075146622940405	0.074814372940406	0.074592852406407	0.074387587407408	0.074180193408409	0.073924513409410	0.073715942410411	0.073513624411412	0.073273371412413	0.073025726413414	0.072771666414415	0.072527076415416	0.07231812416	417	0.07207928417	418	0.07184192418	419	0.07161210419	420	0.07138378420	421	0.07114827421	422	0.07096258422	423	0.0707084423	0424	0.0705521424	0425	0.070314425	0.426	0.070076426	0.427	0.069862427	0.428	0.069677428	0.429	0.069451429	0.430	0.069228430	0431	0.069014431	0432	0.0688079432	433	0.0685838343434	0.068394895843435	0.068212911943436	0.067996810143437	0.06778206344438	0.067561137674439	0.067344765114440	0.067202471314441	0.0670211748
442	0.06684800772
443	0.06663952877
444	0.06646163499
445	0.066284124324446	0.066114153044447	0.065906042134448	0.065743785794449	0.065573456494450	0.065366052164451	0.0651742428
452	0.06500585349
453	0.06480987707
454	0.06465595621
455	0.0644540187
456	0.06433628625
457	0.06414294579
458	0.0639507592
459	0.06375971624
460	0.06360746373
461	0.06345514684
462	0.06332351995
463	0.063159784134464	0.063009524184465	0.062768634114466	0.062619543464467	0.062442689514468	0.062266861924469	0.062085165246470	0.061911361547471	0.061762523471472	0.061641949472473	0.061498327473474	0.061374372474475	0.061220032475476	0.061057405476477	0.060913331477478	0.060773814478479	0.060624544479480	0.06045842248481	0.060320066348482	0.060149060048483	0.060007260348484	0.059861374648485	0.059692844948486	0.059521713348487	0.059409445448488	0.05924974694489	0.0590990651
490	0.05898836935
491	0.0588246293
492	0.05865775926
493	0.05852687565
494	0.05837205222
495	0.05823774041
496	0.058109805134497	0.057976701124498	0.0578243572
499	0.05766090787
500	0.057555369245501	0.057405226295502	0.057248051135503	0.057123380195504	0.056989936985505	0.056829324145506	0.056682845145507	0.056551392155508	0.056406324455509	0.05625167165510	0.056119234651511	0.055994597951512	0.055875862451513	0.055727278551514	0.055628452451515	0.055507169351516	0.055367218051517	0.055251013751518	0.055112334651519	0.054960131519520	0.05484020952521	0.054726132521522	0.054608678522523	0.05451829852524	0.054385773952525	0.054266689252526	0.054172799852527	0.054052122852528	0.053913585952529	0.053803261529530	0.05368863530	531	0.05359668531	532	0.0534876532	0533	0.0533736533	0534	0.053233534	0.535	0.053117535	0.536	0.053005536	0.537	0.052876537	0.538	0.052770538	0.539	0.052664539	0.540	0.052559540	0.541	0.052423541	0.542	0.052280542	0543	0.0521456543	0544	0.052058544	0545	0.0519335545	0546	0.0518472546	0547	0.0517486547	0548	0.0516261548	0549	0.051537549	0.550	0.051452550	0.551	0.051351551	0.552	0.051230552	0.553	0.051122553	0.554	0.051022554	0.555	0.050918555	0.556	0.050835556	0.557	0.050739557	0.558	0.050657558	0.559	0.050539559	0.560	0.050441560	0.561	0.050325561	0.562	0.050213562	0.563	0.050109563	0.564	0.049982564	0.565	0.049855565	0.566	0.049772566	0.567	0.049659567	0.568	0.04956568	0.0569	0.04942569	0.0570	0.04931570	0.0571	0.0492571	0.04572	0.0490572	0.04573	0.0489573	0.04574	0.0488574	0.04575	0.0487575	0.0576	0.04865576	0.0577	0.04854577	0.0578	0.04842578	0.0579	0.04831579	0.0580	0.04820580	0.0581	0.04812581	0.0582	0.04803582	0.0583	0.04793583	0.0584	0.04783584	0.0585	0.0476585	0.04586	0.0475586	0.04587	0.047587	0.042588	0.047588	0.042589	0.047589	0.042590	0.047590	0.042591	0.047591	0.042592	0.047592	0.042593	0.046593	0.04594	0.0468594	0.04595	0.0467595	0.04596	0.0466596	0.04597	0.0465597	0.04598	0.0464598	0.04599	0.0463599	0.04600	0.0462600	0.04601	0.0461601	0.04602	0.0460602	0.04603	0.0459603	0.04604	0.0458604	0.04605	0.0457605	0.04606	0.0457606	0.04607	0.0456607	0.04608	0.0455608	0.04609	0.0454609	0.04610	0.0453610	0.04611	0.0452611	0.0612	0.04512612	0.0613	0.04505613	0.0614	0.04498614	0.0615	0.04488615	0.0616	0.04480616	0.0617	0.04472617	0.0618	0.04463618	0.0619	0.04455619	0.0620	0.04445620	0.0621	0.04437621	0.0622	0.04431622	0.0623	0.04422623	0.0624	0.04412624	0.0625	0.04404625	0.0626	0.04395626	0.0627	0.04386627	0.0628	0.0437628	0.03629	0.0437629	0.03630	0.0436630	0.0631	0.04355631	0.632	0.043478632	0.633	0.043402633	0.634	0.043325634	0.635	0.043264635	0.636	0.043177636	0.637	0.043086637	0638	0.0429968638	639	0.04288461639	640	0.04280896640	641	0.04272411641	642	0.04264724642	643	0.04255806643	644	0.04247046644	645	0.04240005645	646	0.04231433646	647	0.04224189647	648	0.04215555648	649	0.04207331649	650	0.04199278650	651	0.04191112651	652	0.04185413652	653	0.04177480653	654	0.04171818654	655	0.04164677655	656	0.0415756656	0657	0.0414883657	0658	0.0414199658	0659	0.0413336659	0660	0.0412615660	0661	0.0411916661	0662	0.0411161662	0663	0.0410367663	0664	0.0409580664	0665	0.0408767665	0666	0.0408029666	0667	0.0407405667	0668	0.0406635668	0669	0.0405801669	0670	0.0405163670	0671	0.0404367671	0672	0.0403674672	0673	0.0402866673	0674	0.0402113674	0675	0.0401375675	0676	0.0400696676	0677	0.0399873677	0678	0.0399108678	0679	0.0398498679	0680	0.0397832680	0681	0.0397218681	0682	0.0396601682	0683	0.039583683	0.684	0.039522684	0.685	0.039449685	0.686	0.039385686	0.687	0.039320687	0.688	0.039251688	0.689	0.039190689	0.690	0.039127690	0.691	0.039017691	0.692	0.038952692	0.693	0.038892693	0694	0.038817694	0.695	0.038752695	0.696	0.038682696	0.697	0.038634697	0.698	0.03857698	0.0699	0.03850699	0.0700	0.03844700	0.0701	0.03837701	0.0702	0.03831702	0.0703	0.03824703	0.0704	0.03819704	0.0705	0.03812705	0.0706	0.03804706	0.0707	0.03798707	0.708	0.037927708	0.709	0.037867709	0.710	0.037811710	0.711	0.037733711	0.712	0.037677712	0.713	0.037611713	0.714	0.037551714	0.715	0.037491715	0.716	0.037420716	0.717	0.037374717	0718	0.0373170718	0719	0.0372578719	0720	0.0371929720	721	0.0371238721	0722	0.0370668722	0723	0.0369969723	0724	0.0369417724	0725	0.0368885725	0726	0.0368195726	0727	0.0367563727	0728	0.0366922728	0729	0.0366293729	0730	0.0365637730	0731	0.0364983731	0732	0.0364463732	0733	0.0363892733	0734	0.0363372734	0735	0.0362716735	0736	0.036215736	0.737	0.036154737	0.738	0.036089738	0.739	0.036037739	0740	0.0359953740	0741	0.0359430741	0742	0.0358866742	0743	0.03582743	0.0744	0.03577744	0.0745	0.03571745	0.746	0.035663746	0.747	0.035610747	0.748	0.035551748	0.749	0.035499749	0.750	0.035434750	0.751	0.035379751	0.752	0.035321752	0.753	0.035265753	0754	0.0352067754	0755	0.035143755	0756	0.0350917756	0757	0.0350359757	0758	0.0349872758	0759	0.0349261759	0760	0.0348861760	0761	0.0348370761	0762	0.0347972762	0763	0.0347405763	0764	0.0346840764	0765	0.0346287765	0766	0.0345803766	0767	0.0345332767	0768	0.0344742768	0769	0.0344254769	0770	0.0343689770	0771	0.0343227771	0772	0.034262772	0.773	0.034214773	0.774	0.034159774	0.775	0.034114775	0.776	0.034059776	0.777	0.034004777	0778	0.0339576778	0779	0.0338958779	0780	0.0338580780	0781	0.0337994781	0782	0.0337460782	0783	0.0337015783	0784	0.0336482784	0785	0.0335967785	0786	0.0335373786	0787	0.033500787	0.788	0.033456788	0.789	0.033397789	0.790	0.033352790	0.791	0.033307791	0.792	0.033260792	0.793	0.033208793	0.794	0.033163794	0.795	0.033119795	0.796	0.033074796	0.797	0.03302797	0.0798	0.03298798	0.799	0.032934799	0.800	0.032883800	0.801	0.032848801	0.802	0.032802802	0.803	0.0327803	0.804	0.032719804	0.805	0.032677805	0806	0.0326343806	0807	0.0325891807	0808	0.0325347808	0809	0.0324789809	0810	0.0324302810	0811	0.0323649811	0812	0.0323205812	0813	0.0322680813	0814	0.0322337814	0815	0.0321995815	0816	0.032150816	0.817	0.032099817	0.818	0.032054818	0.819	0.032000819	0.820	0.031947820	0821	0.0318996821	0822	0.0318501822	823	0.03180243823	824	0.03175484824825	0.031705459825826	0.031658166826827	0.03161756482828	0.031571300828829	0.031529665829830	0.031482889830831	0.03144148583832	0.031408886883833	0.031372332783834	0.03132267834	835	0.03128415835	836	0.03124574836	837	0.03121354837	838	0.03118141838	839	0.03114060839	840	0.03110184840	841	0.03105628841	842	0.03101672842	843	0.03097766843	844	0.03093031844	845	0.03089274845	846	0.0308539846	0847	0.0308070847	848	0.03077384848	849	0.03073665849850	0.030699563850851	0.030662559851852	0.030622516852853	0.030582626853854	0.030544230854855	0.030499340855856	0.030445015856857	0.030387301857858	0.030350657858859	0.030301763859860	0.0302696168861	0.0302308296
862	0.03020063594
863	0.03016456006
864	0.03012159415
865	0.030082269218866	0.0300392667
867	0.03000945051
868	0.02997402049
869	0.02993264962
870	0.02988833721
871	0.02984485237
872	0.02979888461
873	0.02975407004
874	0.02971028204
875	0.029669905
876	0.02962666916
877	0.0295921533
878	0.02956320079
879	0.0295219031
880	0.02948072764
881	0.02943226881
882	0.02939782558
883	0.0293626566
884	0.02932191503
885	0.02929175468
886	0.02924831426
887	0.02920287453
888	0.02916520392
889	0.02912936087
890	0.02908621329
891	0.02904496859
892	0.02901140675
893	0.02896971427
894	0.02892881649
895	0.02888561114
896	0.0288433381
897	0.0288039875
898	0.02877484634
899	0.02873446658
900	0.02870547008
901	0.02867653987
902	0.02863458636
903	0.02859580821
904	0.0285635786
905	0.02853655665
906	0.02849619201
907	0.02845578162
908	0.02839971338
909	0.02836682369
910	0.02833528966
911	0.02830103371
912	0.02826932571
913	0.02823032022
914	0.02819890152
915	0.02815331136
916	0.02812104966
917	0.02808880375
918	0.02805556157
919	0.02802287223
920	0.02799091477
921	0.02795338243
922	0.02791636153
923	0.027875882
924	0.02784419049
925	0.02780876202
926	0.02777160285
927	0.02774282852
928	0.0277101957
929	0.02767991335
930	0.02764225486
931	0.027612064
932	0.0275759006
933	0.02753983777
934	0.02750991826
935	0.02747521322
936	0.02743716857
937	0.0273982102
938	0.02736091581
939	0.0273345171
940	0.02729972661
941	0.02727344851
942	0.02723779851
943	0.02720039441
944	0.02717583362
945	0.02714080367
946	0.02710954156
947	0.02707468232
948	0.02704561344
949	0.02699936524
950	0.0269677407
951	0.02693713096
952	0.02690339839
953	0.02686589662
954	0.02684295939
955	0.02681602206
956	0.02678459519
957	0.02676076191
958	0.02672670256
959	0.02669058149
960	0.02665497561
961	0.02662391417
962	0.02659890723
963	0.02656861595
964	0.02653582707
965	0.02650981438
966	0.02647539039
967	0.02644322431
968	0.02641558617
969	0.02638800828
970	0.02636486067
971	0.02633739002
972	0.02630704597
973	0.02627874684
974	0.0262499784
975	0.02621478461
976	0.02618210108
977	0.02615294809
978	0.02613019994
979	0.02610227059
980	0.02606830945
981	0.02604126046
982	0.02601241422
983	0.02598850364
984	0.02596464302
985	0.02593022647
986	0.02590271331
987	0.02587661397
988	0.02584573955
989	0.02581650143
990	0.02579295512
991	0.02576757232
992	0.02574547884
993	0.0257192579
994	0.02568600856
995	0.02565806016
996	0.02562671069
997	0.02559306818
998	0.02556188265
999	0.02552947946
927
999	0.02282057712
243189
